entity,character,entity_type,context
The Duke's Archives',BIG HAT LOGAN,ORG,"Sen's Fortress
Sen's Fortress
Initial meeting
Mm, you seem quite lucid! A rare thing in these times.
I am Logan. I'm a bit cooped up, as you can see.
I have a bright idea. Suppose you set me free?
I'm..."
The Duke's Archives',BIG HAT LOGAN,ORG,"Sen's Fortress
Sen's Fortress
Initial meeting
Mm, you seem quite lucid! A rare thing in these times.
I am Logan. I'm a bit cooped up, as you can see.
I have a bright idea. Suppose you set me free?
I'm..."
The Duke's Archives',BIG HAT LOGAN,ORG,"Sen's Fortress
Sen's Fortress
Initial meeting
Mm, you seem quite lucid! A rare thing in these times.
I am Logan. I'm a bit cooped up, as you can see.
I have a bright idea. Suppose you set me free?
I'm..."
The Duke's Archives',BIG HAT LOGAN,WORK_OF_ART,"Sen's Fortress
Sen's Fortress
Initial meeting
Mm, you seem quite lucid! A rare thing in these times.
I am Logan. I'm a bit cooped up, as you can see.
I have a bright idea. Suppose you set me free?
I'm..."
Archives,BIG HAT LOGAN,ORG,"Sen's Fortress
Sen's Fortress
Initial meeting
Mm, you seem quite lucid! A rare thing in these times.
I am Logan. I'm a bit cooped up, as you can see.
I have a bright idea. Suppose you set me free?
I'm..."
Archives,BIG HAT LOGAN,ORG,"Sen's Fortress
Sen's Fortress
Initial meeting
Mm, you seem quite lucid! A rare thing in these times.
I am Logan. I'm a bit cooped up, as you can see.
I have a bright idea. Suppose you set me free?
I'm..."
Archives,BIG HAT LOGAN,ORG,"Sen's Fortress
Sen's Fortress
Initial meeting
Mm, you seem quite lucid! A rare thing in these times.
I am Logan. I'm a bit cooped up, as you can see.
I have a bright idea. Suppose you set me free?
I'm..."
Archives,BIG HAT LOGAN,ORG,"Sen's Fortress
Sen's Fortress
Initial meeting
Mm, you seem quite lucid! A rare thing in these times.
I am Logan. I'm a bit cooped up, as you can see.
I have a bright idea. Suppose you set me free?
I'm..."
Archives,BIG HAT LOGAN,ORG,"Sen's Fortress
Sen's Fortress
Initial meeting
Mm, you seem quite lucid! A rare thing in these times.
I am Logan. I'm a bit cooped up, as you can see.
I have a bright idea. Suppose you set me free?
I'm..."
Archives,BIG HAT LOGAN,ORG,"Sen's Fortress
Sen's Fortress
Initial meeting
Mm, you seem quite lucid! A rare thing in these times.
I am Logan. I'm a bit cooped up, as you can see.
I have a bright idea. Suppose you set me free?
I'm..."
Archives,BIG HAT LOGAN,ORG,"Sen's Fortress
Sen's Fortress
Initial meeting
Mm, you seem quite lucid! A rare thing in these times.
I am Logan. I'm a bit cooped up, as you can see.
I have a bright idea. Suppose you set me free?
I'm..."
Archives,BIG HAT LOGAN,ORG,"Sen's Fortress
Sen's Fortress
Initial meeting
Mm, you seem quite lucid! A rare thing in these times.
I am Logan. I'm a bit cooped up, as you can see.
I have a bright idea. Suppose you set me free?
I'm..."
Archives,BIG HAT LOGAN,ORG,"Sen's Fortress
Sen's Fortress
Initial meeting
Mm, you seem quite lucid! A rare thing in these times.
I am Logan. I'm a bit cooped up, as you can see.
I have a bright idea. Suppose you set me free?
I'm..."
Archives,BIG HAT LOGAN,ORG,"Sen's Fortress
Sen's Fortress
Initial meeting
Mm, you seem quite lucid! A rare thing in these times.
I am Logan. I'm a bit cooped up, as you can see.
I have a bright idea. Suppose you set me free?
I'm..."
the Primordial Crystal,BIG HAT LOGAN,ORG,"Sen's Fortress
Sen's Fortress
Initial meeting
Mm, you seem quite lucid! A rare thing in these times.
I am Logan. I'm a bit cooped up, as you can see.
I have a bright idea. Suppose you set me free?
I'm..."
the Primordial Crystal,BIG HAT LOGAN,ORG,"Sen's Fortress
Sen's Fortress
Initial meeting
Mm, you seem quite lucid! A rare thing in these times.
I am Logan. I'm a bit cooped up, as you can see.
I have a bright idea. Suppose you set me free?
I'm..."
the Primordial Crystal,BIG HAT LOGAN,ORG,"Sen's Fortress
Sen's Fortress
Initial meeting
Mm, you seem quite lucid! A rare thing in these times.
I am Logan. I'm a bit cooped up, as you can see.
I have a bright idea. Suppose you set me free?
I'm..."
the Primordial Crystal,BIG HAT LOGAN,ORG,"Sen's Fortress
Sen's Fortress
Initial meeting
Mm, you seem quite lucid! A rare thing in these times.
I am Logan. I'm a bit cooped up, as you can see.
I have a bright idea. Suppose you set me free?
I'm..."
the Primordial Crystal,BIG HAT LOGAN,ORG,"Sen's Fortress
Sen's Fortress
Initial meeting
Mm, you seem quite lucid! A rare thing in these times.
I am Logan. I'm a bit cooped up, as you can see.
I have a bright idea. Suppose you set me free?
I'm..."
the Primordial Crystal,BIG HAT LOGAN,ORG,"Sen's Fortress
Sen's Fortress
Initial meeting
Mm, you seem quite lucid! A rare thing in these times.
I am Logan. I'm a bit cooped up, as you can see.
I have a bright idea. Suppose you set me free?
I'm..."
the Crystal Forest,BIG HAT LOGAN,ORG,"Sen's Fortress
Sen's Fortress
Initial meeting
Mm, you seem quite lucid! A rare thing in these times.
I am Logan. I'm a bit cooped up, as you can see.
I have a bright idea. Suppose you set me free?
I'm..."
the Crystal Forest,BIG HAT LOGAN,ORG,"Sen's Fortress
Sen's Fortress
Initial meeting
Mm, you seem quite lucid! A rare thing in these times.
I am Logan. I'm a bit cooped up, as you can see.
I have a bright idea. Suppose you set me free?
I'm..."
Seath,BIG HAT LOGAN,PERSON,"Sen's Fortress
Sen's Fortress
Initial meeting
Mm, you seem quite lucid! A rare thing in these times.
I am Logan. I'm a bit cooped up, as you can see.
I have a bright idea. Suppose you set me free?
I'm..."
Seath,BIG HAT LOGAN,PERSON,"Sen's Fortress
Sen's Fortress
Initial meeting
Mm, you seem quite lucid! A rare thing in these times.
I am Logan. I'm a bit cooped up, as you can see.
I have a bright idea. Suppose you set me free?
I'm..."
Farewell,BIG HAT LOGAN,PERSON,"Sen's Fortress
Sen's Fortress
Initial meeting
Mm, you seem quite lucid! A rare thing in these times.
I am Logan. I'm a bit cooped up, as you can see.
I have a bright idea. Suppose you set me free?
I'm..."
Farewell,BIG HAT LOGAN,PERSON,"Sen's Fortress
Sen's Fortress
Initial meeting
Mm, you seem quite lucid! A rare thing in these times.
I am Logan. I'm a bit cooped up, as you can see.
I have a bright idea. Suppose you set me free?
I'm..."
Farewell,DARKSTALKER KAATHE,PERSON,"First time speaking
Greetings Undead Warrior
I am the Primordial Serpent Darkstalker Kaathe
I can guide thee, and illuminate the truth.
Undead Warrior, conqueror of the Four Kings, is this not your wi..."
Farewell,DARKSTALKER KAATHE,PERSON,"First time speaking
Greetings Undead Warrior
I am the Primordial Serpent Darkstalker Kaathe
I can guide thee, and illuminate the truth.
Undead Warrior, conqueror of the Four Kings, is this not your wi..."
Farewell,DUSK OF OOLACILE,PERSON,"Darkroot Basin
Darkroot Basin
Speak to her after you kill the Golden Crystal Golem
So, it is thou who rescueth me?
Most graciuous. I am deeply obliged.
I am Dusk of Oolacile.
I cometh from an age long..."
Farewell,DUSK OF OOLACILE,PERSON,"Darkroot Basin
Darkroot Basin
Speak to her after you kill the Golden Crystal Golem
So, it is thou who rescueth me?
Most graciuous. I am deeply obliged.
I am Dusk of Oolacile.
I cometh from an age long..."
Farewell,DUSK OF OOLACILE,PERSON,"Darkroot Basin
Darkroot Basin
Speak to her after you kill the Golden Crystal Golem
So, it is thou who rescueth me?
Most graciuous. I am deeply obliged.
I am Dusk of Oolacile.
I cometh from an age long..."
Farewell,DUSK OF OOLACILE,PERSON,"Darkroot Basin
Darkroot Basin
Speak to her after you kill the Golden Crystal Golem
So, it is thou who rescueth me?
Most graciuous. I am deeply obliged.
I am Dusk of Oolacile.
I cometh from an age long..."
Farewell,DUSK OF OOLACILE,PERSON,"Darkroot Basin
Darkroot Basin
Speak to her after you kill the Golden Crystal Golem
So, it is thou who rescueth me?
Most graciuous. I am deeply obliged.
I am Dusk of Oolacile.
I cometh from an age long..."
Farewell,DUSK OF OOLACILE,PERSON,"Darkroot Basin
Darkroot Basin
Speak to her after you kill the Golden Crystal Golem
So, it is thou who rescueth me?
Most graciuous. I am deeply obliged.
I am Dusk of Oolacile.
I cometh from an age long..."
Farewell,HAWKEYE GOUGH,PERSON,"(First encounter)
Hm? A visitor, have we?
Thou must be the one who freed Artorias.
An old friend he was, and thanks to thee…
He left this world with honour intact.
…And here I am, retired and blind.
O..."
Farewell,HAWKEYE GOUGH,PERSON,"(First encounter)
Hm? A visitor, have we?
Thou must be the one who freed Artorias.
An old friend he was, and thanks to thee…
He left this world with honour intact.
…And here I am, retired and blind.
O..."
Farewell,HAWKEYE GOUGH,PERSON,"(First encounter)
Hm? A visitor, have we?
Thou must be the one who freed Artorias.
An old friend he was, and thanks to thee…
He left this world with honour intact.
…And here I am, retired and blind.
O..."
Farewell,HAWKEYE GOUGH,PERSON,"(First encounter)
Hm? A visitor, have we?
Thou must be the one who freed Artorias.
An old friend he was, and thanks to thee…
He left this world with honour intact.
…And here I am, retired and blind.
O..."
Farewell,HAWKEYE GOUGH,PERSON,"(First encounter)
Hm? A visitor, have we?
Thou must be the one who freed Artorias.
An old friend he was, and thanks to thee…
He left this world with honour intact.
…And here I am, retired and blind.
O..."
Farewell,HAWKEYE GOUGH,PERSON,"(First encounter)
Hm? A visitor, have we?
Thou must be the one who freed Artorias.
An old friend he was, and thanks to thee…
He left this world with honour intact.
…And here I am, retired and blind.
O..."
Farewell,HAWKEYE GOUGH,PERSON,"(First encounter)
Hm? A visitor, have we?
Thou must be the one who freed Artorias.
An old friend he was, and thanks to thee…
He left this world with honour intact.
…And here I am, retired and blind.
O..."
Farewell,HAWKEYE GOUGH,PERSON,"(First encounter)
Hm? A visitor, have we?
Thou must be the one who freed Artorias.
An old friend he was, and thanks to thee…
He left this world with honour intact.
…And here I am, retired and blind.
O..."
Farewell,HAWKEYE GOUGH,PERSON,"(First encounter)
Hm? A visitor, have we?
Thou must be the one who freed Artorias.
An old friend he was, and thanks to thee…
He left this world with honour intact.
…And here I am, retired and blind.
O..."
Farewell,HAWKEYE GOUGH,PERSON,"(First encounter)
Hm? A visitor, have we?
Thou must be the one who freed Artorias.
An old friend he was, and thanks to thee…
He left this world with honour intact.
…And here I am, retired and blind.
O..."
Farewell,HAWKEYE GOUGH,PERSON,"(First encounter)
Hm? A visitor, have we?
Thou must be the one who freed Artorias.
An old friend he was, and thanks to thee…
He left this world with honour intact.
…And here I am, retired and blind.
O..."
Farewell,HAWKEYE GOUGH,PERSON,"(First encounter)
Hm? A visitor, have we?
Thou must be the one who freed Artorias.
An old friend he was, and thanks to thee…
He left this world with honour intact.
…And here I am, retired and blind.
O..."
Farewell,QUELANA OF IZALITH,PERSON,"First time speaking to her
Hmm… A mere Undead, yet you can see me? Fascinating…
I am Quelana of Izalith.
I am not often revealed to walkers of flesh. You have a gift.
Are you, too, one who seeks my py..."
Farewell,QUELANA OF IZALITH,PERSON,"First time speaking to her
Hmm… A mere Undead, yet you can see me? Fascinating…
I am Quelana of Izalith.
I am not often revealed to walkers of flesh. You have a gift.
Are you, too, one who seeks my py..."
Farewell,RHEA OF THOROLUND,PERSON,"Firelink Shrine
Firelink Shrine
Speak to her
You are Undead, as well?
Then we've no time to fraternize. I have my mission, and you no doubt have yours.
We must not let this curse overcome us.
Did I no..."
Farewell,RHEA OF THOROLUND,PERSON,"Firelink Shrine
Firelink Shrine
Speak to her
You are Undead, as well?
Then we've no time to fraternize. I have my mission, and you no doubt have yours.
We must not let this curse overcome us.
Did I no..."
Heavens,BIG HAT LOGAN,PERSON,"Sen's Fortress
Sen's Fortress
Initial meeting
Mm, you seem quite lucid! A rare thing in these times.
I am Logan. I'm a bit cooped up, as you can see.
I have a bright idea. Suppose you set me free?
I'm..."
Heavens,BIG HAT LOGAN,PERSON,"Sen's Fortress
Sen's Fortress
Initial meeting
Mm, you seem quite lucid! A rare thing in these times.
I am Logan. I'm a bit cooped up, as you can see.
I have a bright idea. Suppose you set me free?
I'm..."
Heavens,RHEA OF THOROLUND,PERSON,"Firelink Shrine
Firelink Shrine
Speak to her
You are Undead, as well?
Then we've no time to fraternize. I have my mission, and you no doubt have yours.
We must not let this curse overcome us.
Did I no..."
Heavens,RHEA OF THOROLUND,PERSON,"Firelink Shrine
Firelink Shrine
Speak to her
You are Undead, as well?
Then we've no time to fraternize. I have my mission, and you no doubt have yours.
We must not let this curse overcome us.
Did I no..."
Black Iron Tarkus,CRESTFALLEN MERCHANT,ORG,"First time speaking
…
Ah, what? What? Who are you?
Ahh, another Undead, eh? I took on Sen's Fortress alone…
But I'm no different from those vile creatures… I was driven by conceit…
Ahh, you think you'..."
Black Iron Tarkus,CRESTFALLEN MERCHANT,ORG,"First time speaking
…
Ah, what? What? Who are you?
Ahh, another Undead, eh? I took on Sen's Fortress alone…
But I'm no different from those vile creatures… I was driven by conceit…
Ahh, you think you'..."
Black Iron Tarkus,CRESTFALLEN MERCHANT,ORG,"First time speaking
…
Ah, what? What? Who are you?
Ahh, another Undead, eh? I took on Sen's Fortress alone…
But I'm no different from those vile creatures… I was driven by conceit…
Ahh, you think you'..."
Black Iron Tarkus,CRESTFALLEN MERCHANT,ORG,"First time speaking
…
Ah, what? What? Who are you?
Ahh, another Undead, eh? I took on Sen's Fortress alone…
But I'm no different from those vile creatures… I was driven by conceit…
Ahh, you think you'..."
Bah,CRESTFALLEN MERCHANT,PERSON,"First time speaking
…
Ah, what? What? Who are you?
Ahh, another Undead, eh? I took on Sen's Fortress alone…
But I'm no different from those vile creatures… I was driven by conceit…
Ahh, you think you'..."
Bah,CRESTFALLEN MERCHANT,PERSON,"First time speaking
…
Ah, what? What? Who are you?
Ahh, another Undead, eh? I took on Sen's Fortress alone…
But I'm no different from those vile creatures… I was driven by conceit…
Ahh, you think you'..."
Bah,CRESTFALLEN MERCHANT,PERSON,"First time speaking
…
Ah, what? What? Who are you?
Ahh, another Undead, eh? I took on Sen's Fortress alone…
But I'm no different from those vile creatures… I was driven by conceit…
Ahh, you think you'..."
Bah,CRESTFALLEN MERCHANT,PERSON,"First time speaking
…
Ah, what? What? Who are you?
Ahh, another Undead, eh? I took on Sen's Fortress alone…
But I'm no different from those vile creatures… I was driven by conceit…
Ahh, you think you'..."
Bah,EINGYI,PERSON,"First encounter:
Oh dear… What have we here? Are you a new servant?
(yes/no)
Yes:
… Hmph. But you have no eggs?
Bah, no matter. Go along and have audience with Our Fair Lady.
I pray that you will mind..."
Bah,EINGYI,PERSON,"First encounter:
Oh dear… What have we here? Are you a new servant?
(yes/no)
Yes:
… Hmph. But you have no eggs?
Bah, no matter. Go along and have audience with Our Fair Lady.
I pray that you will mind..."
Bah,EINGYI,PERSON,"First encounter:
Oh dear… What have we here? Are you a new servant?
(yes/no)
Yes:
… Hmph. But you have no eggs?
Bah, no matter. Go along and have audience with Our Fair Lady.
I pray that you will mind..."
Bah,EINGYI,PERSON,"First encounter:
Oh dear… What have we here? Are you a new servant?
(yes/no)
Yes:
… Hmph. But you have no eggs?
Bah, no matter. Go along and have audience with Our Fair Lady.
I pray that you will mind..."
Bah,EINGYI,PERSON,"First encounter:
Oh dear… What have we here? Are you a new servant?
(yes/no)
Yes:
… Hmph. But you have no eggs?
Bah, no matter. Go along and have audience with Our Fair Lady.
I pray that you will mind..."
Bah,EINGYI,PERSON,"First encounter:
Oh dear… What have we here? Are you a new servant?
(yes/no)
Yes:
… Hmph. But you have no eggs?
Bah, no matter. Go along and have audience with Our Fair Lady.
I pray that you will mind..."
Bah,EINGYI,PERSON,"First encounter:
Oh dear… What have we here? Are you a new servant?
(yes/no)
Yes:
… Hmph. But you have no eggs?
Bah, no matter. Go along and have audience with Our Fair Lady.
I pray that you will mind..."
Bah,EINGYI,PERSON,"First encounter:
Oh dear… What have we here? Are you a new servant?
(yes/no)
Yes:
… Hmph. But you have no eggs?
Bah, no matter. Go along and have audience with Our Fair Lady.
I pray that you will mind..."
Bah,EINGYI,PERSON,"First encounter:
Oh dear… What have we here? Are you a new servant?
(yes/no)
Yes:
… Hmph. But you have no eggs?
Bah, no matter. Go along and have audience with Our Fair Lady.
I pray that you will mind..."
Bah,EINGYI,PERSON,"First encounter:
Oh dear… What have we here? Are you a new servant?
(yes/no)
Yes:
… Hmph. But you have no eggs?
Bah, no matter. Go along and have audience with Our Fair Lady.
I pray that you will mind..."
Bah,SIEGMEYER OF CATARINA,PERSON,"1. Outside Sen's Fortress
1. Outside Sen's Fortress
First meeting
Mmm…
Hrmmmmm…
First meeting
Mmm…
Hrmmmmm…
Mmm…
Hrmmmmm…
Mmm…
Hrmmmmm…
Talk to him again
Mmm…mmm…
Mm! Oh-hoh!
Forgive me.. I was absorb..."
Bah,SIEGMEYER OF CATARINA,PERSON,"1. Outside Sen's Fortress
1. Outside Sen's Fortress
First meeting
Mmm…
Hrmmmmm…
First meeting
Mmm…
Hrmmmmm…
Mmm…
Hrmmmmm…
Mmm…
Hrmmmmm…
Talk to him again
Mmm…mmm…
Mm! Oh-hoh!
Forgive me.. I was absorb..."
Bah,SIEGMEYER OF CATARINA,PERSON,"1. Outside Sen's Fortress
1. Outside Sen's Fortress
First meeting
Mmm…
Hrmmmmm…
First meeting
Mmm…
Hrmmmmm…
Mmm…
Hrmmmmm…
Mmm…
Hrmmmmm…
Talk to him again
Mmm…mmm…
Mm! Oh-hoh!
Forgive me.. I was absorb..."
Bah,SIEGMEYER OF CATARINA,PERSON,"1. Outside Sen's Fortress
1. Outside Sen's Fortress
First meeting
Mmm…
Hrmmmmm…
First meeting
Mmm…
Hrmmmmm…
Mmm…
Hrmmmmm…
Mmm…
Hrmmmmm…
Talk to him again
Mmm…mmm…
Mm! Oh-hoh!
Forgive me.. I was absorb..."
Bah,UNDEAD MERCHANT (MALE),PERSON,"First time speaking to him
Well, now…
You seem to have your wits about you, hmm?
Then you are a welcome customer!
I trade for souls. Everything's for sale!
Nee hee hee hee hee!
First time speaking to ..."
Bah,UNDEAD MERCHANT (MALE),PERSON,"First time speaking to him
Well, now…
You seem to have your wits about you, hmm?
Then you are a welcome customer!
I trade for souls. Everything's for sale!
Nee hee hee hee hee!
First time speaking to ..."
Bah,VAMOS,PERSON,"First encounter
… Be gone with you!
… You'll spoil my focus.
First encounter
… Be gone with you!
… You'll spoil my focus.
… Be gone with you!
… You'll spoil my focus.
… Be gone with you!
… You'll spoi..."
Bah,VAMOS,PERSON,"First encounter
… Be gone with you!
… You'll spoil my focus.
First encounter
… Be gone with you!
… You'll spoil my focus.
… Be gone with you!
… You'll spoil my focus.
… Be gone with you!
… You'll spoi..."
the Bell of Awakening,CRESTFALLEN WARRIOR,ORG,"First encounter
Well, what do we have here? You must be a new arrival.
Let me guess. Fate of the Undead, right? Well, you're not the first.
But there's no salvation here. You'd have done better to rot..."
the Bell of Awakening,CRESTFALLEN WARRIOR,ORG,"First encounter
Well, what do we have here? You must be a new arrival.
Let me guess. Fate of the Undead, right? Well, you're not the first.
But there's no salvation here. You'd have done better to rot..."
the Bell of Awakening,KINGSEEKER FRAMPT,ORG,"After ringing the first Bell of Awakening, when you walk over the pool area
Hrng… Hrngg…
After ringing the first Bell of Awakening, when you walk over the pool area
Hrng… Hrngg…
After ringing the firs..."
the Bell of Awakening,KINGSEEKER FRAMPT,ORG,"After ringing the first Bell of Awakening, when you walk over the pool area
Hrng… Hrngg…
After ringing the first Bell of Awakening, when you walk over the pool area
Hrng… Hrngg…
After ringing the firs..."
the Bell of Awakening,KINGSEEKER FRAMPT,ORG,"After ringing the first Bell of Awakening, when you walk over the pool area
Hrng… Hrngg…
After ringing the first Bell of Awakening, when you walk over the pool area
Hrng… Hrngg…
After ringing the firs..."
the Undead Church,CRESTFALLEN WARRIOR,ORG,"First encounter
Well, what do we have here? You must be a new arrival.
Let me guess. Fate of the Undead, right? Well, you're not the first.
But there's no salvation here. You'd have done better to rot..."
the Undead Church,CRESTFALLEN WARRIOR,ORG,"First encounter
Well, what do we have here? You must be a new arrival.
Let me guess. Fate of the Undead, right? Well, you're not the first.
But there's no salvation here. You'd have done better to rot..."
the Undead Church,CRESTFALLEN WARRIOR,ORG,"First encounter
Well, what do we have here? You must be a new arrival.
Let me guess. Fate of the Undead, right? Well, you're not the first.
But there's no salvation here. You'd have done better to rot..."
the Undead Church,CRESTFALLEN WARRIOR,ORG,"First encounter
Well, what do we have here? You must be a new arrival.
Let me guess. Fate of the Undead, right? Well, you're not the first.
But there's no salvation here. You'd have done better to rot..."
the Undead Church,CRESTFALLEN WARRIOR,ORG,"First encounter
Well, what do we have here? You must be a new arrival.
Let me guess. Fate of the Undead, right? Well, you're not the first.
But there's no salvation here. You'd have done better to rot..."
the Undead Church,CRESTFALLEN WARRIOR,ORG,"First encounter
Well, what do we have here? You must be a new arrival.
Let me guess. Fate of the Undead, right? Well, you're not the first.
But there's no salvation here. You'd have done better to rot..."
the Undead Church,CRESTFALLEN WARRIOR,ORG,"First encounter
Well, what do we have here? You must be a new arrival.
Let me guess. Fate of the Undead, right? Well, you're not the first.
But there's no salvation here. You'd have done better to rot..."
the Undead Church,CRESTFALLEN WARRIOR,ORG,"First encounter
Well, what do we have here? You must be a new arrival.
Let me guess. Fate of the Undead, right? Well, you're not the first.
But there's no salvation here. You'd have done better to rot..."
Blighttown,CRESTFALLEN WARRIOR,GPE,"First encounter
Well, what do we have here? You must be a new arrival.
Let me guess. Fate of the Undead, right? Well, you're not the first.
But there's no salvation here. You'd have done better to rot..."
Blighttown,CRESTFALLEN WARRIOR,GPE,"First encounter
Well, what do we have here? You must be a new arrival.
Let me guess. Fate of the Undead, right? Well, you're not the first.
But there's no salvation here. You'd have done better to rot..."
Blighttown,CRESTFALLEN WARRIOR,WORK_OF_ART,"First encounter
Well, what do we have here? You must be a new arrival.
Let me guess. Fate of the Undead, right? Well, you're not the first.
But there's no salvation here. You'd have done better to rot..."
Blighttown,CRESTFALLEN WARRIOR,WORK_OF_ART,"First encounter
Well, what do we have here? You must be a new arrival.
Let me guess. Fate of the Undead, right? Well, you're not the first.
But there's no salvation here. You'd have done better to rot..."
Blighttown,CRESTFALLEN WARRIOR,WORK_OF_ART,"First encounter
Well, what do we have here? You must be a new arrival.
Let me guess. Fate of the Undead, right? Well, you're not the first.
But there's no salvation here. You'd have done better to rot..."
Blighttown,CRESTFALLEN WARRIOR,WORK_OF_ART,"First encounter
Well, what do we have here? You must be a new arrival.
Let me guess. Fate of the Undead, right? Well, you're not the first.
But there's no salvation here. You'd have done better to rot..."
Blighttown,CRESTFALLEN WARRIOR,GPE,"First encounter
Well, what do we have here? You must be a new arrival.
Let me guess. Fate of the Undead, right? Well, you're not the first.
But there's no salvation here. You'd have done better to rot..."
Blighttown,CRESTFALLEN WARRIOR,GPE,"First encounter
Well, what do we have here? You must be a new arrival.
Let me guess. Fate of the Undead, right? Well, you're not the first.
But there's no salvation here. You'd have done better to rot..."
Blighttown,CRESTFALLEN WARRIOR,GPE,"First encounter
Well, what do we have here? You must be a new arrival.
Let me guess. Fate of the Undead, right? Well, you're not the first.
But there's no salvation here. You'd have done better to rot..."
Blighttown,SHIVA OF THE EAST,GPE,"In Darkroot Garden
In Darkroot Garden
First time speaking to him
I've heard all about you.
I'm Shiva of the East, captain of the brigade.
Let's teach you the clan basic now,
as there is no time to cha..."
New Londo,CRESTFALLEN WARRIOR,GPE,"First encounter
Well, what do we have here? You must be a new arrival.
Let me guess. Fate of the Undead, right? Well, you're not the first.
But there's no salvation here. You'd have done better to rot..."
New Londo,CRESTFALLEN WARRIOR,GPE,"First encounter
Well, what do we have here? You must be a new arrival.
Let me guess. Fate of the Undead, right? Well, you're not the first.
But there's no salvation here. You'd have done better to rot..."
New Londo,CRESTFALLEN WARRIOR,GPE,"First encounter
Well, what do we have here? You must be a new arrival.
Let me guess. Fate of the Undead, right? Well, you're not the first.
But there's no salvation here. You'd have done better to rot..."
New Londo,CRESTFALLEN WARRIOR,GPE,"First encounter
Well, what do we have here? You must be a new arrival.
Let me guess. Fate of the Undead, right? Well, you're not the first.
But there's no salvation here. You'd have done better to rot..."
New Londo,CRESTFALLEN WARRIOR,GPE,"First encounter
Well, what do we have here? You must be a new arrival.
Let me guess. Fate of the Undead, right? Well, you're not the first.
But there's no salvation here. You'd have done better to rot..."
New Londo,CRESTFALLEN WARRIOR,GPE,"First encounter
Well, what do we have here? You must be a new arrival.
Let me guess. Fate of the Undead, right? Well, you're not the first.
But there's no salvation here. You'd have done better to rot..."
New Londo,CRESTFALLEN WARRIOR,GPE,"First encounter
Well, what do we have here? You must be a new arrival.
Let me guess. Fate of the Undead, right? Well, you're not the first.
But there's no salvation here. You'd have done better to rot..."
New Londo,INGWARD,GPE,"Before the Lordvessel
Before the Lordvessel
First time speaking
Well, this is a surprise. I don't get many visitors, except for ghosts.
Do you have some business here?
My name is Ingward.
I'm an old m..."
New Londo,INGWARD,GPE,"Before the Lordvessel
Before the Lordvessel
First time speaking
Well, this is a surprise. I don't get many visitors, except for ghosts.
Do you have some business here?
My name is Ingward.
I'm an old m..."
New Londo,INGWARD,GPE,"Before the Lordvessel
Before the Lordvessel
First time speaking
Well, this is a surprise. I don't get many visitors, except for ghosts.
Do you have some business here?
My name is Ingward.
I'm an old m..."
New Londo,INGWARD,GPE,"Before the Lordvessel
Before the Lordvessel
First time speaking
Well, this is a surprise. I don't get many visitors, except for ghosts.
Do you have some business here?
My name is Ingward.
I'm an old m..."
New Londo,KINGSEEKER FRAMPT,GPE,"After ringing the first Bell of Awakening, when you walk over the pool area
Hrng… Hrngg…
After ringing the first Bell of Awakening, when you walk over the pool area
Hrng… Hrngg…
After ringing the firs..."
New Londo,KINGSEEKER FRAMPT,GPE,"After ringing the first Bell of Awakening, when you walk over the pool area
Hrng… Hrngg…
After ringing the first Bell of Awakening, when you walk over the pool area
Hrng… Hrngg…
After ringing the firs..."
New Londo,VAMOS,GPE,"First encounter
… Be gone with you!
… You'll spoil my focus.
First encounter
… Be gone with you!
… You'll spoil my focus.
… Be gone with you!
… You'll spoil my focus.
… Be gone with you!
… You'll spoi..."
New Londo,VAMOS,GPE,"First encounter
… Be gone with you!
… You'll spoil my focus.
First encounter
… Be gone with you!
… You'll spoil my focus.
… Be gone with you!
… You'll spoil my focus.
… Be gone with you!
… You'll spoi..."
New Londo,VAMOS,GPE,"First encounter
… Be gone with you!
… You'll spoil my focus.
First encounter
… Be gone with you!
… You'll spoil my focus.
… Be gone with you!
… You'll spoil my focus.
… Be gone with you!
… You'll spoi..."
New Londo,VAMOS,GPE,"First encounter
… Be gone with you!
… You'll spoil my focus.
First encounter
… Be gone with you!
… You'll spoil my focus.
… Be gone with you!
… You'll spoil my focus.
… Be gone with you!
… You'll spoi..."
New Londo,VAMOS,GPE,"First encounter
… Be gone with you!
… You'll spoil my focus.
First encounter
… Be gone with you!
… You'll spoil my focus.
… Be gone with you!
… You'll spoil my focus.
… Be gone with you!
… You'll spoi..."
New Londo,VAMOS,GPE,"First encounter
… Be gone with you!
… You'll spoil my focus.
First encounter
… Be gone with you!
… You'll spoil my focus.
… Be gone with you!
… You'll spoil my focus.
… Be gone with you!
… You'll spoi..."
New Londo,VAMOS,GPE,"First encounter
… Be gone with you!
… You'll spoil my focus.
First encounter
… Be gone with you!
… You'll spoil my focus.
… Be gone with you!
… You'll spoil my focus.
… Be gone with you!
… You'll spoi..."
New Londo,VAMOS,GPE,"First encounter
… Be gone with you!
… You'll spoil my focus.
First encounter
… Be gone with you!
… You'll spoil my focus.
… Be gone with you!
… You'll spoil my focus.
… Be gone with you!
… You'll spoi..."
the Undead Burg,CRESTFALLEN WARRIOR,PRODUCT,"First encounter
Well, what do we have here? You must be a new arrival.
Let me guess. Fate of the Undead, right? Well, you're not the first.
But there's no salvation here. You'd have done better to rot..."
